brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
Chuwi,CoreBook X Pro Laptop,32999,69.32352941,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Omen 16-wd0770TX Gaming Laptop,102090,72,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920,1080,Windows 11 OS,1
HP,Dragonfly G4 Laptop,231746,71,13th Gen Intel Core i7 1365U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.5,1920,1280,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,81990,72,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16,1920,1200,Windows 11 OS,1
Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,36890,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,87990,71,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion x360 14-ek1074TU Laptop,77990,67,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,1920,1080,Windows 11 OS,1
Gigabyte,Aorus 15 9KF Gaming Laptop,117574,80,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,2
Lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,97990,73,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
MSI,Vector GP68HX 13VH-072IN Gaming Laptop,284990,89,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,12GB NVIDIA GeForce RTX 4080,16,2560,1600,Windows 11 OS,2
MSI,Vector GP78HX 13VI-409IN Gaming Laptop,344990,69.32352941,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,2TB,SSD,16GB NVIDIA GeForce RTX 4090,17,2560,1600,Windows 11 OS,2
HP,Omen 16-wf0111TX Gaming Laptop,146599,77,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.1,1920,1080,Windows 11 OS,1
Acer,Aspire 5 A515-56G NX.AT2SI.001 Laptop,44990,65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,2GB NVIDIA GeForce MX450,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop,57990,67,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
HP,Omen 16-xf0059AX Gaming Laptop,128599,73,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 15 E510MA-EJ001W Laptop,21990,69.32352941,intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Omen 16-wf0055TX Gaming Laptop,151990,77,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16.1,1920,1080,Windows 11 OS,1
Infinix,INBook X2 Plus Laptop,52990,62,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16GB,LPDDR4X,1TB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
Lenovo,ThinkBook 14s Yoga 20WEA00WIH Laptop,119888,75,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated,14,1920,1080,Windows 10 OS,1
HP,255 G8 Laptop,22990,69.32352941,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,AMD Integrated,15.6,1920,1080,Windows 11 OS,1
Lenovo,Yoga 6 83B2006BIN Laptop,76888,67,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,1
Dell,XPS 15 9530 Laptop,256990,85,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA RTX 4050,15.6,3456,2160,Windows 11 OS,1
Dell,Inspiron 5330 Laptop,83090,60,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 OS,1
Dell,Inspiron 5518 D560667WIN9S Laptop,67999,65,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,2GB NVIDIA GeForce MX450,15.6,1920,1080,Windows 11 OS,1
Acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop,96256,72,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
MSI,Prestige 14 Evo B12M-472IN Laptop,77990,63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14,1920,1080,Windows 11 OS,1
Dell,Alienware X16 R1 2023 Gaming Laptop,323290,85,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,12GB NVIDIA GeForce RTX 4080,16,3200,1800,Windows 11 OS,1
Dell,Inspiron 5425 Laptop,67990,65,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Radeon,14,1920,1080,Windows 11 OS,1
MSI,Prestige 13 Evo B12M-085IN Laptop,82990,65,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,13.3,1920,1200,Windows 11 OS,2
Dell,Alienware m16 2023 Gaming Laptop,199990,80,7th Gen Amd Ryzen 7 7745HX,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GEFORCE RTX 4060,16,1920,1200,Windows 11 OS,1
Gigabyte,Aero 16 XE5 OLED Laptop,189999,77,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070Ti,16,3840,2400,Windows 11  OS,2
Lenovo,Yoga 6 83B2005TIN Laptop,73990,69,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,13.3,1920,1200,Windows 11 OS,3
Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,67990,70,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,142990,82,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,2560,1600,Windows 11 OS,1
Lenovo,IdeaPad Flex 5 82R900D9IN Laptop,64990,72,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1200,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,84800,75,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,16,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Flex 5 82XX007KIN Laptop,64990,69,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,1920,1200,Windows 11 OS,1
Acer,Nitro 16 ‎AN16-41 Gaming Laptop,129990,80,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,1
Acer,Nitro 16 ‎AN16-41 2023 Gaming Laptop,114990,78,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,1
Acer,Aspire 5 2023 A515-58M Gaming Laptop,80000,69.32352941,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,1
Acer,Aspire 5 15 A515-58M Gaming Laptop,54990,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,1
LG,Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop,98999,67,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1200,1920,Windows 11 OS,1
Dell,Latitude 5420 Business Laptop,69990,62,10th Gen Intel Core i5 10310U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1080,Windows 10  OS,1
Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,76990,72,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Fujitsu,UH-X ‎4ZR1L12857 Laptop,74990,66,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,2
Fujitsu,UH-X ‎4ZR1L12856 Laptop,89990,73,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,2
HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),29999,69.32352941,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1366,768,Windows 11  OS,1
HP,ZBook Firefly 16 G9 2023 Workstation Laptop,97705,67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA RTX A500 ,16,1920,1200,Windows 11 OS,1
HP,ZBook Studio G9 16 Workstation WQUXGA Laptop,240707,89,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3060,16,3840,2400,Windows 11 OS,1
HP,ZBook Studio G9 WUXGA Workstation Laptop,234990,83,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16,1920,1200,Windows 11 OS,1
HP,ZBook Studio G9 16 WUXGA Workstation Laptop,209990,80,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3060,16,1920,1200,Windows 11 OS,1
HP,ZBook Studio G9 2023 Workstation WQUXGA Laptop,390914,69.32352941,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,12GB NVIDIA GeForce RTX 3080 Ti,16,3840,2400,Windows 11 OS,1
HP,ZBook Studio G9 Workstation WQUXGA Laptop,172588,84,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3060,16,3840,2400,Windows 11 OS,1
HP,ZBook Studio G9 Workstation Laptop,254657,86,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16,3840,2400,Windows 11 OS,1
LG,gram360 16 Laptop,152499,78,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics ,16,1600,2560,Windows 11 OS,1
Lenovo,IdeaPad 1 82V6005CIN Laptop,23990,69.32352941,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel UHD Graphics 600,11.6,1366,768,Windows 11 OS,1
Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,119990,71,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050 ,14,2560,1600,Windows 11 OS,1
LG,UltraPC 16 ‎16U70R-G.AH56A2 Laptop,78299,72,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon 7 Graphics,16,1920,1200,Windows 11 OS,1
LG,Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop,115990,69,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1200,1920,Windows 11 OS,1
Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,61990,65,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
HP,255 G8 6E3Z0PA Laptop,26999,69.32352941,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366,768,DOS OS,1
HP,Omen 16-wd0990TX Gaming Laptop,103099,73,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,2560,1440,Windows 11 OS,1
Infinix,Zerobook 13 ZL513 2023 Laptop,64990,63,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5X,1TB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
Lenovo,S14 Gen 3 82TW001CIH Laptop,47990,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1080,Windows 11 OS,2
Lenovo,IdeaPad 1 14IGL7 82V6005EIN Laptop,24990,69.32352941,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,14,1366,768,Windows 10 OS,1
Lenovo,ThinkPad T14 Gen 2 20W0S16Q00 Laptop,130800,69,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,2GB NVIDIA GeForce MX450,14,1920,1080,Windows 11 OS,1
MSI,Thin GF63 11SC-1462IN Gaming Laptop,57990,71,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,2
Lenovo,ThinkBook 15 21JF002CIN Laptop,38500,69.32352941,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,DOS OS,1
MSI,Thin GF63 11SC-1477IN Gaming Laptop,47990,67,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,2
Lenovo,ThinkPad E14 21JRS00Y00 Laptop,44990,60,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
MSI,Katana GF66 12UCOK 2023 Gaming Laptop,69990,65,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2
Asus,Vivobook 15 2023 X1504VA-NJ543WS Laptop,61990,64,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZU-MB541WS Laptop,89990,75,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,1920,1200,Windows 11 OS,1
Asus,Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop,65990,60,13th Gen ‎Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,ThinkPad E14 21JRS00T00 Laptop,58990,62,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
HP,Envy x360 15-fe0028TU Laptop,94990,66,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
HP,Envy x360 15-fh0019AU Laptop,86490,70,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
HP,Envy x360 15-fh0015AU Laptop,77490,66,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
HP,Envy x360 15-fh0016AU Laptop,85490,66,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 3 2023 82X70033IN Laptop,44000,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,LPDDR5,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,14-em0027AU Laptop,51990,60,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Dell,Vostro 15 3510 Laptop,37990,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,14-em0025AU Laptop,34990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Lenovo,ThinkPad E14 21JRS00U00 Laptop,57799,64,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
Lenovo,Thinkpad E15 21E6S05B00 Laptop,65990,67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,Thinkbook 15 21DJ00EXIH Laptop,53990,66,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop,49990,67,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
MSI,Stealth 15 A13VF-074IN Gaming Laptop,171990,79,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,2560,1440,Windows 11 OS,2
HP,14-gr0000TU Laptop,44990,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1080,Windows 11 OS,1
HP,Envy 15-fe0032TU Laptop,115990,70,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris X Graphics,15.6,1920,1080,Windows 11 OS,1
HP,14-hr0000AU Laptop,50990,60,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
HP,Envy 15-fe0030TU Laptop,109990,69,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris X Graphics,15.6,1920,1080,Windows 11 OS,1
Acer,One 14 Z2-493 Laptop,29990,69.32352941,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,AMD Radeon Graphics,14,1366,768,Windows 11 OS,1
Asus,ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,163999,83,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,14,2560,1600,Windows 11 OS,1
Asus,TUF Gaming F15 FX506HF-HN026W Gaming Laptop,58990,71,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 5430 2023 Laptop,83990,69.32352941,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
Dell,Inspiron 3525 Laptop,43890,63,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Ninkear,A16 Gaming Laptop,79999,76,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",32GB,DDR5,2TB,SSD,AMD Radeon 680M,16,2560,1600,Windows 11 OS,1
Lenovo,IdeaPad 3 15ITL05 81X800N2IN Laptop,35490,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Zbook Power G4-A ZHAN 99 Laptop,137890,77,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",32GB,DDR5,1TB,SSD,4GB NVIDIA Quadro T600,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 7420 2in1 Laptop,94990,67,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop,67990,70,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
HP,14-em0026AU Laptop,46990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZU-MB741WS Laptop,94990,77,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,1920,1200,Windows 11 OS,1
MSI,GF75 Thin 10SCXR-007IN Laptop,83500,67,10th Gen Intel Core i7 10750H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,17.3,1920,1080,Windows 10  OS,1
MSI,Cyborg 15 A12VE-051IN Gaming Laptop,91990,73,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,2
MSI,Cyborg 15 A12VF-049IN Gaming Laptop,111990,78,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,2
HP,250 G9 701H5PA Laptop,67990,66,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,Thinkpad E14 21E3S06300 Laptop,67999,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,14,1920,1080,DOS OS,1
Lenovo,‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop,46200,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD,14,1920,1080,DOS OS,1
Dell,Vostro 5620 Laptop,52998,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD,16,1920,1080,Windows 11  OS,1
Dell,Vostro 3525 D560926WIN9B Laptop,45499,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,‎ThinkPad E14 Gen 4 21E3S06D00 Laptop,49999,62,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD,14,1920,1080,Windows 11 OS,1
Acer,Aspire 3 A315-510P Laptop,29980,69.32352941,Intel Core i3 N305,"Octa Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
